sample,read_local_address,contig_local_address,fwd_download,rev_download,contig_download,contig,Date,Depth,Ocean,Location,Lon,Lat,cruise_id,cruise_station
SRR5788355,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788355/SRR5788355_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788355/SRR5788355_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187502/S0312.fa,S0312.fa,25/05/2011,30,Pacific ,GP13    ,31.66,-64.16,SS2011   ,24
SRR5788356,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788356/SRR5788356_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788356/SRR5788356_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187503/S0313.fa,S0313.fa,25/05/2011,50,Pacific ,GP13    ,31.66,-64.16,SS2011   ,24
SRR5788357,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788357/SRR5788357_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788357/SRR5788357_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187500/S0310.fa,S0310.fa,24/05/2011,100,Pacific ,GP13    ,31.66,-64.16,SS2011   ,22
SRR5788358,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788358/SRR5788358_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788358/SRR5788358_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187501/S0311.fa,S0311.fa,25/05/2011,15,Pacific ,GP13    ,31.66,-64.16,SS2011   ,24
SRR5788359,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788359/SRR5788359_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788359/SRR5788359_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187498/S0308.fa,S0308.fa,16/05/2011,50,Pacific ,GP13    ,31.66,-64.16,SS2011   ,4
SRR5788360,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788360/SRR5788360_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788360/SRR5788360_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187499/S0309.fa,S0309.fa,24/05/2011,75,Pacific ,GP13    ,31.66,-64.16,SS2011   ,22
SRR5788361,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788361/SRR5788361_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788361/SRR5788361_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187496/S0306.fa,S0306.fa,16/05/2011,15,Pacific ,GP13    ,31.66,-64.16,SS2011   ,4
SRR5788362,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788362/SRR5788362_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788362/SRR5788362_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187497/S0307.fa,S0307.fa,16/05/2011,30,Pacific ,GP13    ,31.66,-64.16,SS2011   ,4
SRR5788363,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788363/SRR5788363_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788363/SRR5788363_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187504/S0314.fa,S0314.fa,25/05/2011,75,Pacific ,GP13    ,31.66,-64.16,SS2011   ,24
SRR5788364,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788364/SRR5788364_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788364/SRR5788364_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187505/S0315.fa,S0315.fa,25/05/2011,100,Pacific ,GP13    ,31.66,-64.16,SS2011   ,24
SRR5788365,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788365/SRR5788365_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788365/SRR5788365_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187232/S0029.fa,S0029.fa,21/05/2010,77,Atlantic,GA02    ,31.66,-64.16,PE319    ,17
SRR5788366,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788366/SRR5788366_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788366/SRR5788366_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187233/S0030.fa,S0030.fa,21/05/2010,103,Atlantic,GA02    ,31.66,-64.16,PE319    ,17
SRR5788367,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788367/SRR5788367_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788367/SRR5788367_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187230/S0027.fa,S0027.fa,21/05/2010,10,Atlantic,GA02    ,31.66,-64.16,PE319    ,17
SRR5788368,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788368/SRR5788368_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788368/SRR5788368_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187231/S0028.fa,S0028.fa,21/05/2010,50,Atlantic,GA02    ,31.66,-64.16,PE319    ,17
SRR5788369,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788369/SRR5788369_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788369/SRR5788369_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187228/S0025.fa,S0025.fa,18/05/2010,151,Atlantic,GA02    ,31.66,-64.16,PE319    ,15
SRR5788370,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788370/SRR5788370_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788370/SRR5788370_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187229/S0026.fa,S0026.fa,18/05/2010,201,Atlantic,GA02    ,31.66,-64.16,PE319    ,15
SRR5788371,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788371/SRR5788371_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788371/SRR5788371_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187226/S0023.fa,S0023.fa,18/05/2010,75,Atlantic,GA02    ,31.66,-64.16,PE319    ,15
SRR5788372,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788372/SRR5788372_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788372/SRR5788372_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187227/S0024.fa,S0024.fa,18/05/2010,103,Atlantic,GA02    ,31.66,-64.16,PE319    ,15
SRR5788373,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788373/SRR5788373_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788373/SRR5788373_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187234/S0031.fa,S0031.fa,21/05/2010,152,Atlantic,GA02    ,31.66,-64.16,PE319    ,17
SRR5788374,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788374/SRR5788374_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788374/SRR5788374_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187235/S0032.fa,S0032.fa,21/05/2010,199,Atlantic,GA02    ,31.66,-64.16,PE319    ,17
SRR5788375,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788375/SRR5788375_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788375/SRR5788375_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187366/S0168.fa,S0168.fa,16/06/2010,8,Atlantic,GA02    ,31.66,-64.16,PE321    ,23
SRR5788376,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788376/SRR5788376_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788376/SRR5788376_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187367/S0169.fa,S0169.fa,16/06/2010,76,Atlantic,GA02    ,31.66,-64.16,PE321    ,23
SRR5788377,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788377/SRR5788377_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788377/SRR5788377_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187368/S0170.fa,S0170.fa,16/06/2010,87,Atlantic,GA02    ,31.66,-64.16,PE321    ,23
SRR5788378,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788378/SRR5788378_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788378/SRR5788378_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187369/S0171.fa,S0171.fa,16/06/2010,150,Atlantic,GA02    ,31.66,-64.16,PE321    ,23
SRR5788379,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788379/SRR5788379_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788379/SRR5788379_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187370/S0172.fa,S0172.fa,16/06/2010,200,Atlantic,GA02    ,31.66,-64.16,PE321    ,23
SRR5788380,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788380/SRR5788380_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788380/SRR5788380_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187371/S0177.fa,S0177.fa,13/03/2011,49,Atlantic,GA02    ,31.66,-64.16,JC057    ,8
SRR5788381,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788381/SRR5788381_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788381/SRR5788381_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187372/S0178.fa,S0178.fa,13/03/2011,151,Atlantic,GA02    ,31.6667,-64.167,JC057    ,8
SRR5788382,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788382/SRR5788382_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788382/SRR5788382_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187373/S0179.fa,S0179.fa,14/03/2011,10,Atlantic,GA02    ,31.6667,-64.167,JC057    ,9
SRR5788383,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788383/SRR5788383_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788383/SRR5788383_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187374/S0180.fa,S0180.fa,14/03/2011,149,Atlantic,GA02    ,31.6667,-64.167,JC057    ,9
SRR5788384,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788384/SRR5788384_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788384/SRR5788384_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187375/S0181.fa,S0181.fa,15/03/2011,11,Atlantic,GA02    ,31.6667,-64.167,JC057    ,10
SRR5788385,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788385/SRR5788385_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788385/SRR5788385_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187615/S0430.fa,S0430.fa,10/06/2011,103,Pacific ,GP13    ,31.6667,-64.167,TAN1109  ,GT2
SRR5788386,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788386/SRR5788386_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788386/SRR5788386_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187614/S0429.fa,S0429.fa,10/06/2011,75,Pacific ,GP13    ,31.75351,-64.17499,TAN1109  ,GT2
SRR5788387,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788387/SRR5788387_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788387/SRR5788387_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187484/S0294.fa,S0294.fa,22/05/2010,9,Atlantic,GA02    ,31.75351,-64.17499,PE319    ,18
SRR5788388,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788388/SRR5788388_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788388/SRR5788388_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187609/S0424.fa,S0424.fa,27/05/2011,100,Pacific ,GP13    ,31.75351,-64.17499,SS2011   ,29
SRR5788389,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788389/SRR5788389_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788389/SRR5788389_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187608/S0423.fa,S0423.fa,27/05/2011,75,Pacific ,GP13    ,31.75351,-64.17499,SS2011   ,29
SRR5788390,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788390/SRR5788390_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788390/SRR5788390_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187607/S0422.fa,S0422.fa,27/05/2011,50,Pacific ,GP13    ,31.75351,-64.17499,SS2011   ,29
SRR5788391,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788391/SRR5788391_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788391/SRR5788391_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187606/S0421.fa,S0421.fa,27/05/2011,30,Pacific ,GP13    ,31.75351,-64.17499,SS2011   ,29
SRR5788392,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788392/SRR5788392_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788392/SRR5788392_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187613/S0428.fa,S0428.fa,10/06/2011,52,Pacific ,GP13    ,31.75351,-64.17499,TAN1109  ,GT2
SRR5788393,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788393/SRR5788393_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788393/SRR5788393_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187612/S0427.fa,S0427.fa,10/06/2011,32,Pacific ,GP13    ,31.75351,-64.17499,TAN1109  ,GT2
SRR5788394,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788394/SRR5788394_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788394/SRR5788394_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187611/S0426.fa,S0426.fa,10/06/2011,16,Pacific ,GP13    ,33.4334,-58.0503,TAN1109  ,GT2
SRR5788395,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788395/SRR5788395_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788395/SRR5788395_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187610/S0425.fa,S0425.fa,27/05/2011,1000,Pacific ,GP13    ,33.4334,-58.0503,SS2011   ,29
SRR5788396,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788396/SRR5788396_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788396/SRR5788396_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187473/S0283.fa,S0283.fa,29/05/2011,15,Pacific ,GP13    ,33.4334,-58.0503,SS2011   ,32
SRR5788397,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788397/SRR5788397_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788397/SRR5788397_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187472/S0282.fa,S0282.fa,23/05/2011,100,Pacific ,GP13    ,33.4334,-58.0503,SS2011   ,19
SRR5788398,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788398/SRR5788398_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788398/SRR5788398_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187471/S0281.fa,S0281.fa,23/05/2011,75,Pacific ,GP13    ,33.4334,-58.0503,SS2011   ,19
SRR5788399,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788399/SRR5788399_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788399/SRR5788399_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187470/S0280.fa,S0280.fa,23/05/2011,50,Pacific ,GP13    ,34.3277,-55.4316,SS2011   ,19
SRR5788400,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/reads,/gpfs/ts0/home/bt273/BIOS-SCOPE/metag/shared_store/biller/contigs,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788400/SRR5788400_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788400/SRR5788400_2.fastq.gz,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRZ/000187/SRZ187469/S0279.fa,S0279.fa,23/05/2011,30,Pacific ,GP13    ,34.3277,-55.4316,SS2011   ,19
